Month,Special Category Visa (subclass 444)(f),Permanent Family Visas,Permanent Skilled Visas,Permanent Other Visas,Permanent Visas - Total,Temporary Student Visas - Higher Educ.,Temporary Student Visas - Vocational Educ. & Training,Temporary Student Visas - Schools,Temporary Student Visas - Independent ELICOS(g),Temporary Student Visas - Postgraduate Research,Temporary Student Visas - Other Students,Temporary Student Visas - Total,Temporary Skilled Visas,Temporary Visitor Visas,Temporary Work Visas,Temporary Other Visas,Temporary visas - Total,Other Visas(h),Total(i),State
Jan-2017,1330,550,1240,470,2260,110,60,80,10,10,10,280,1050,2100,430,320,4180,140,19570,NT
Feb-2017,840,290,700,380,1370,630,70,20,10,40,110,880,500,3920,300,640,6250,350,16180,NT
Mar-2017,850,290,370,280,940,110,40,0,10,20,10,180,500,3670,500,390,5240,240,14670,NT
Apr-2017,1420,340,520,310,1170,90,80,10,10,10,60,250,740,4430,390,450,6260,1370,18220,NT
May-2017,840,250,430,230,910,60,10,0,0,10,30,110,610,4640,550,420,6320,620,15260,NT
Jun-2017,960,320,440,230,990,90,20,0,0,20,30,160,760,6810,700,520,8950,280,16960,NT
Jul-2017,1880,290,670,590,1550,280,30,120,10,20,40,490,640,6280,550,450,8420,270,25170,NT
Aug-2017,1290,280,500,360,1140,80,10,10,10,20,0,140,490,5860,850,550,7870,320,21100,NT
Sep-2017,1210,260,640,420,1330,60,30,0,10,10,0,100,540,5380,860,670,7540,290,20280,NT
Oct-2017,1680,330,630,490,1460,60,50,40,0,40,20,200,510,5130,520,560,6920,390,23480,NT
Nov-2017,1130,380,680,450,1510,60,30,0,10,20,40,170,450,4500,400,430,5950,210,19970,NT
Dec-2017,930,300,530,180,1010,80,20,0,10,0,0,120,400,3270,270,370,4440,70,14640,NT
Jan-2018,1240,450,1120,800,2370,160,70,100,0,40,10,370,830,2190,330,690,4420,100,21440,NT
Feb-2018,480,260,610,290,1160,430,40,10,0,20,20,530,390,2640,220,580,4370,140,13080,NT
Mar-2018,1320,230,460,310,1000,110,40,0,10,30,0,200,360,3030,300,360,4250,550,12720,NT
Apr-2018,1250,190,570,310,1070,80,40,20,0,20,40,210,620,3070,460,460,4820,1200,15150,NT
May-2018,1160,220,460,380,1050,40,30,0,10,10,0,90,350,3470,390,320,4630,270,13200,NT
Jun-2018,1150,260,370,310,940,70,30,0,0,10,10,120,290,4470,440,390,5720,170,13280,NT
Jul-2018,1190,290,480,350,1110,180,20,70,0,10,40,330,390,5600,360,580,7260,1020,17720,NT
Aug-2018,990,220,430,300,960,30,30,10,0,10,0,80,250,6180,500,340,7350,250,15550,NT
Sep-2018,1020,230,240,330,800,40,10,0,10,20,10,80,360,4500,440,820,6200,350,14010,NT
Oct-2018,820,240,340,220,800,40,20,30,0,10,0,100,340,3720,240,390,4780,100,13410,NT
Nov-2018,640,290,320,250,860,90,30,0,10,0,0,140,220,4210,300,360,5230,240,12960,NT
Dec-2018,630,200,420,310,930,80,30,0,10,10,0,130,170,4360,180,220,5060,70,12350,NT
Jan-2019,980,370,1100,650,2120,140,100,50,10,20,10,330,560,2080,200,470,3650,100,17530,NT
Feb-2019,390,300,700,430,1430,420,50,10,10,40,20,540,260,3700,320,460,5290,40,13600,NT
Mar-2019,620,160,550,220,920,140,20,10,10,20,30,220,200,3140,320,430,4310,590,12000,NT
Apr-2019,590,220,500,360,1080,60,50,20,0,0,10,130,310,3510,380,1040,5370,1510,15360,NT
May-2019,620,120,540,390,1050,40,40,0,10,10,10,120,240,4130,480,580,5550,300,13580,NT
Jun-2019,1180,200,350,370,930,60,50,0,10,10,0,130,180,4900,460,410,6070,150,14520,NT
Jul-2019,1480,220,500,560,1290,250,80,40,10,20,10,410,220,5880,480,560,7550,980,19790,NT
Aug-2019,1190,190,440,250,890,110,20,10,20,0,0,160,100,6480,590,450,7780,280,17210,NT
Sep-2019,1250,200,380,230,820,50,50,10,10,0,10,120,140,5650,510,1050,7470,390,16970,NT
Oct-2019,870,180,310,320,820,70,40,40,0,10,0,160,250,5410,290,630,6740,230,16580,NT
Nov-2019,680,160,470,290,910,90,50,0,20,0,10,170,160,3040,290,460,4110,180,11920,NT
Dec-2019,550,190,390,240,810,110,40,10,10,10,20,180,130,3660,130,340,4440,50,11550,NT
Jan-2020,830,300,1030,600,1930,170,180,60,0,30,0,440,390,2640,260,660,4390,50,17330,NT
Feb-2020,530,240,620,470,1340,320,70,10,10,10,40,450,180,2980,340,600,4540,30,12380,NT
Mar-2020,540,180,330,170,680,150,20,0,0,10,0,190,70,960,120,250,1580,110,6950,NT
Apr-2020,10,10,10,10,20,0,0,0,0,0,0,0,0,0,0,0,10,0,150,NT
May-2020,20,10,20,0,40,0,0,0,0,0,0,0,20,0,0,40,60,0,180,NT
Jun-2020,20,10,20,10,40,0,0,0,0,0,0,0,10,10,0,30,40,240,410,NT
Jul-2020,20,0,0,10,10,0,0,0,0,0,0,0,0,10,0,20,30,0,120,NT
Aug-2020,10,10,0,10,10,0,0,0,0,0,0,0,0,10,0,10,30,20,140,NT
Sep-2020,10,10,10,10,20,0,0,0,0,0,0,0,10,10,0,120,140,150,390,NT
Oct-2020,20,10,10,10,30,0,0,0,0,0,0,0,20,10,0,40,60,10,160,NT
Nov-2020,30,10,30,10,40,0,0,0,0,0,0,0,0,20,0,30,50,0,220,NT
Dec-2020,40,10,10,0,20,0,0,0,0,0,0,0,10,10,0,20,30,0,150,NT
Jan-2021,20,20,30,10,60,0,0,0,0,0,30,30,20,10,0,40,110,20,310,NT
Feb-2021,40,10,10,0,20,0,0,0,0,0,0,0,10,10,0,30,50,0,180,NT
Mar-2021,30,10,20,10,40,0,0,0,0,0,0,0,10,20,0,50,80,280,530,NT
Apr-2021,80,10,10,10,30,0,0,0,0,0,0,0,10,10,0,70,90,0,270,NT
May-2021,190,20,20,0,40,0,0,0,0,0,0,0,10,70,0,40,120,10,510,NT
Jun-2021,190,10,20,10,40,0,0,0,0,0,0,0,10,20,0,50,90,120,580,NT
Jul-2021,190,10,20,10,40,0,0,0,0,0,0,0,20,20,0,30,80,160,630,NT
Aug-2021,60,30,70,40,130,0,0,0,0,0,10,10,20,40,0,300,360,20,880,NT
Sep-2021,20,30,70,30,130,0,0,0,0,0,0,0,10,230,0,470,710,100,1200,NT
Oct-2021,20,40,70,30,140,0,0,0,0,0,0,0,20,20,0,170,210,60,700,NT
Nov-2021,50,40,60,40,140,0,0,0,0,0,0,10,40,50,0,200,300,30,790,NT
Dec-2021,30,50,110,20,180,90,40,0,0,10,0,150,50,190,10,90,480,20,1020,NT
Jan-2022,60,60,150,50,270,90,30,10,0,10,0,130,50,180,30,140,530,20,1470,NT
Feb-2022,50,60,150,50,270,100,20,0,0,20,0,150,50,270,40,440,950,190,1890,NT
Mar-2022,100,50,160,50,250,80,30,0,0,10,0,130,40,390,40,210,810,50,1750,NT
Apr-2022,300,60,180,80,310,50,40,0,0,10,10,100,80,710,80,250,1230,240,3110,NT
May-2022,440,120,260,210,590,70,70,0,0,0,10,160,90,1140,90,560,2030,60,5030,NT
Jun-2022,540,80,200,90,380,50,30,0,0,0,0,90,70,980,70,340,1540,50,4060,NT
Jul-2022,740,180,380,210,770,100,50,20,0,10,10,200,120,1810,200,510,2850,240,8680,NT
Aug-2022,670,100,320,220,630,210,20,0,10,10,0,250,140,2680,220,740,4030,1470,10130,NT
Sep-2022,580,150,290,200,650,80,40,0,0,10,20,160,80,2070,300,700,3310,280,8680,NT
Oct-2022,660,150,340,230,720,50,40,0,10,0,0,100,150,1410,170,650,2480,90,8390,NT
Nov-2022,560,110,420,200,730,110,50,10,10,10,0,190,110,1790,240,560,2890,30,9140,NT
Dec-2022,510,100,460,140,710,120,50,10,10,10,0,190,100,1960,100,320,2680,10,7120,NT
Jan-2023,790,210,790,340,1350,120,120,20,20,20,10,310,160,1220,120,580,2390,60,11670,NT
Feb-2023,280,190,580,330,1100,440,70,20,10,30,10,570,170,1670,220,540,3170,220,9370,NT
Mar-2023,530,120,570,200,880,400,50,0,10,20,0,480,180,1790,240,790,3470,1100,9350,NT
Apr-2023,530,130,420,190,740,70,70,10,0,10,0,180,100,1750,190,580,2800,1040,9810,NT
May-2023,710,160,380,260,800,90,40,0,10,10,20,170,170,2070,290,600,3300,230,9350,NT
Jun-2023,1050,110,470,210,790,270,60,0,10,10,0,360,140,2560,310,510,3880,460,10100,NT
Jul-2023,710,140,410,270,830,450,50,20,0,20,10,540,150,2770,210,680,4350,1000,12230,NT
Aug-2023,900,170,390,190,750,100,30,0,20,10,0,160,160,2610,370,650,3940,460,10860,NT
Sep-2023,410,130,340,260,730,90,40,0,0,10,10,140,110,2520,380,710,3860,390,10040,NT
Oct-2023,780,70,330,170,570,140,30,10,10,20,0,200,130,2400,180,640,3540,50,10140,NT
Nov-2023,450,150,470,280,900,180,50,0,20,10,0,270,140,1820,220,630,3080,100,9130,NT
Dec-2023,390,120,430,170,720,170,40,0,0,10,0,220,190,1990,160,480,3040,40,8370,NT
Jan-2024,830,250,860,450,1560,150,110,10,10,20,0,300,230,1310,210,790,2840,80,12740,NT
Feb-2024,410,190,820,240,1240,410,60,10,10,20,0,520,190,2000,270,850,3830,30,9970,NT
Mar-2024,440,130,550,240,920,220,30,0,0,10,0,260,190,1430,340,920,3150,890,10120,NT
Apr-2024,750,170,500,250,920,70,60,10,10,10,0,150,210,2370,300,730,3760,530,11080,NT
May-2024,830,80,630,280,1000,50,30,0,0,10,0,90,150,2100,340,680,3370,510,11210,NT
Jun-2024,850,180,390,280,850,90,30,0,10,20,0,150,190,2780,360,790,4270,500,11270,NT
Jul-2024,1190,130,400,190,720,240,20,30,0,10,10,310,230,3590,270,970,5360,920,13860,NT
